FIPS,Geog_Level,State_Code,State_name,County_code,County_name,Lat_State,Lon_State,LAND_AREA,Med_HHD_Inc_ACS_14_18($),Aggregate_HH_INC_ACS_14_18($),Tot_Pop_CEN_2010,Tot_Pop_ACS_14_18,Pop_65plus_ACS_14_18,NH_Blk_alone_ACS_14_18,Pov_Univ_ACS_14_18,Prs_Blw_Pov_Lev_ACS_14_18,One_Health_Ins_ACS_14_18,No_Health_Ins_ACS_14_18,pct_Pov_Univ_ACS_14_18,pct_Prs_Blw_Pov_Lev_ACS_14_18,pct_One_Health_Ins_ACS_14_18,pct_No_Health_Ins_ACS_14_18,pct_NoHealthIns_65P_ACS_14_18,pct_Pop_NoCompDevic_ACS_14_18,pct_Pop_w_BroadComp_ACS_14_18,pct_HHD_NoCompDevic_ACS_14_18,pct_HHD_No_Internet_ACS_14_18,pct_HHD_w_Broadband_ACS_14_18
1000,State,1,Alabama,0,All counties,32.7794,-86.8287,50645.319,48486,1.25091E+11,4779736,4864680,783832,1285737,4742208,829400,3401905,477474,97.48,17.49,69.93,9.82,0.41,11.71,77.81,16.61,22.4,56.41
1001,County,1,Alabama,1,Autauga County,,,594.437,58786,1594492400,54571,55200,8050,10475,54765,8422,39945,3875,99.21,15.38,72.36,7.02,0,8.18,84,13.01,19.03,61.97
1003,County,1,Alabama,3,Baldwin County,,,1589.786,55962,6070564600,182265,208107,40665,19529,204929,21653,144712,20864,98.47,10.57,69.54,10.03,0.41,7.21,83.03,11.43,16.83,57.24
1005,County,1,Alabama,5,Barbour County,,,884.875,34186,440096500,27457,25782,4634,12199,22856,6597,14971,2558,88.65,28.86,58.07,9.92,0.29,18.02,64.92,23.95,34.11,38.84
1007,County,1,Alabama,7,Bibb County,,,622.581,45340,400338900,22915,22527,3661,4974,20468,2863,14845,1619,90.86,13.99,65.9,7.19,0,17.2,72.83,23.73,29.24,33.42
1009,County,1,Alabama,9,Blount County,,,644.775,48695,1249317400,57322,57645,10233,820,57082,8220,39972,6303,99.02,14.4,69.34,10.93,0.63,14.39,74.34,21.35,27.35,49.47
1011,County,1,Alabama,11,Bullock County,,,622.805,32152,164266400,10914,10352,1616,7893,9909,3110,7481,1076,95.72,31.39,72.27,10.39,1.26,18.88,61.98,27.1,31.95,41.98
1013,County,1,Alabama,13,Butler County,,,776.827,39109,353041600,20947,20025,3806,9027,19707,4640,13004,2005,98.41,23.54,64.94,10.01,0,24.69,65.04,29.89,33.65,44.34
1015,County,1,Alabama,15,Calhoun County,,,605.865,45197,2776430700,118572,115098,19386,23618,111981,20819,76777,10686,97.29,18.59,66.71,9.28,0.26,10.05,77.56,15.34,21.94,55.46
1017,County,1,Alabama,17,Chambers County,,,596.533,39872,723825600,34215,33826,6409,13319,33274,5531,23335,3613,98.37,16.62,68.99,10.68,0.19,17.95,72.76,24.24,30.82,47.83
1019,County,1,Alabama,19,Cherokee County,,,553.7,41014,589815400,25989,25853,5621,1267,25501,3827,17206,2133,98.64,15.01,66.55,8.25,0.22,12.72,75.61,19.9,26.01,43.46
1021,County,1,Alabama,21,Chilton County,,,692.854,45182,1051480600,43643,43930,6927,4112,43260,8034,29561,6176,98.47,18.57,67.29,14.06,0.71,14.86,67.88,21.96,32.81,38.92
1023,County,1,Alabama,23,Choctaw County,,,913.499,34884,279521300,13859,13075,2884,5570,12875,2864,8307,1481,98.47,22.24,63.53,11.33,0,17.93,65.61,25.94,35.85,40.58
1025,County,1,Alabama,25,Clarke County,,,1238.466,36127,485601300,25833,24387,4626,11173,23963,6088,16163,2594,98.26,25.41,66.28,10.64,1.34,27.39,57.71,34.72,41.49,32.52
1027,County,1,Alabama,27,Clay County,,,603.961,41225,297084400,13932,13378,2652,1971,13040,2405,8662,1340,97.47,18.44,64.75,10.02,0,13.99,73.99,21.12,28.82,41.75
1029,County,1,Alabama,29,Cleburne County,,,560.1,40188,314191900,14972,14938,2803,393,14659,2719,10093,1886,98.13,18.55,67.57,12.63,1.4,12.75,66.6,20.12,33.99,33.15
1031,County,1,Alabama,31,Coffee County,,,678.971,53155,1371482500,49948,51288,8375,8746,50502,7604,32341,5004,98.47,15.06,63.06,9.76,0.14,9.45,81.34,14.49,19.11,59.71
1033,County,1,Alabama,33,Colbert County,,,592.618,47558,1304341700,54428,54495,10502,8561,53991,8785,38544,4353,99.08,16.27,70.73,7.99,0.07,12.95,73.79,18.6,25.88,46.64
1035,County,1,Alabama,35,Conecuh County,,,850.156,33177,191070600,13228,12514,2707,5961,12381,2752,8198,1804,98.94,22.23,65.51,14.42,0,34.95,53.05,42.41,49.08,23.13
1037,County,1,Alabama,37,Coosa County,,,650.926,38301,229504700,11539,10855,2368,3713,10452,1459,7023,812,96.29,13.96,64.7,7.48,1.25,17.29,68.9,24.81,32.1,37.34
1039,County,1,Alabama,39,Covington County,,,1030.455,40601,830163100,37765,37351,7650,4790,36586,6702,25482,4116,97.95,18.32,68.22,11.02,0.18,16.11,75.84,23.43,28.13,42.76
1041,County,1,Alabama,41,Crenshaw County,,,608.84,39812,294810400,13906,13865,2542,3147,13661,2148,9254,1360,98.53,15.72,66.74,9.81,0.08,20.92,67.19,29.11,35.9,40.62
1043,County,1,Alabama,43,Cullman County,,,734.842,42558,1799660500,80406,82313,14803,954,81016,12831,56742,9631,98.42,15.84,68.93,11.7,0,13.2,75.61,18.69,25.37,46.29
1045,County,1,Alabama,45,Dale County,,,561.148,45960,1104958900,50251,49255,7939,9611,47854,8798,29010,5274,97.16,18.39,58.9,10.71,0.23,11.84,75.82,15.61,21.14,53.66
1047,County,1,Alabama,47,Dallas County,,,978.693,31602,752253200,43820,40029,6705,28119,39394,12247,27975,4765,98.41,31.09,69.89,11.9,0.96,22.02,68.55,28.24,32.99,41.73
1049,County,1,Alabama,49,DeKalb County,,,777.093,39233,1415254400,71109,71200,11619,979,70215,15500,47458,10231,98.62,22.08,66.65,14.37,0.63,15.89,71.93,21.02,29.13,48.57
1051,County,1,Alabama,51,Elmore County,,,618.485,59347,2174937700,79303,81212,11770,17148,76683,9462,54843,6227,94.42,12.34,67.53,7.67,0,8.88,84.1,13.36,17.17,65.61
1053,County,1,Alabama,53,Escambia County,,,945.083,35000,637937300,38319,37328,6476,11912,34383,8268,24140,5341,92.11,24.05,64.67,14.31,0.13,26.36,63.57,34.63,40.14,24.32
1055,County,1,Alabama,55,Etowah County,,,534.987,44023,2286006500,104430,102939,18877,15816,101536,17524,69947,10662,98.64,17.26,67.95,10.36,0.04,11.38,78.13,16.64,21.76,56.79
1057,County,1,Alabama,57,Fayette County,,,627.66,37458,361412100,17241,16585,3392,1858,16251,3258,11051,1446,97.99,20.05,66.63,8.72,0,15.67,75.79,22.15,28.86,44.54
1059,County,1,Alabama,59,Franklin County,,,633.819,40459,586229900,31704,31542,5100,1338,31129,6299,22134,4005,98.69,20.24,70.17,12.7,0,20.96,67.18,28.4,35.65,32.9
1061,County,1,Alabama,61,Geneva County,,,574.409,38142,521055600,26790,26491,5152,2468,26177,6282,17273,3586,98.81,24,65.2,13.54,0.18,13.9,72.72,20.2,27.61,42.1
1063,County,1,Alabama,63,Greene County,,,647.11,21804,99403100,9045,8426,1716,6707,8344,3225,5676,956,99.03,38.65,67.36,11.35,0,29.08,56.86,44.81,52.66,33.57
1065,County,1,Alabama,65,Hale County,,,643.942,30571,279326600,15760,14887,2717,8743,14648,3809,10147,1284,98.39,26,68.16,8.62,0,24.57,60.95,34.38,40.81,36
1067,County,1,Alabama,67,Henry County,,,561.75,48610,396644500,17302,17124,3696,4727,16770,2270,10881,1917,97.93,13.54,63.54,11.19,0,13.8,76.72,19,25.15,47.13
1069,County,1,Alabama,69,Houston County,,,579.821,45496,2548549400,101547,104352,17615,27887,103287,18913,73608,10737,98.98,18.31,70.54,10.29,0.48,16.58,74.02,19.91,25.84,56.06
1071,County,1,Alabama,71,Jackson County,,,1077.865,39816,1077305900,53227,52094,9972,1799,51548,10418,35176,4974,98.95,20.21,67.52,9.55,0.43,14.56,74.44,21.7,28.27,54.74
1073,County,1,Alabama,73,Jefferson County,,,1111.279,51979,19642587900,658466,659892,99146,280748,645154,109707,478597,62164,97.77,17,72.53,9.42,0.4,9.42,80.45,13.82,19.17,64.21
1075,County,1,Alabama,75,Lamar County,,,604.848,36756,306583800,14564,13933,2938,1558,13747,2916,9913,1297,98.67,21.21,71.15,9.31,0.18,14.86,71.35,23.28,33.6,40.21
1077,County,1,Alabama,77,Lauderdale County,,,667.694,46265,2469876700,92709,92585,17876,9183,90283,13703,64123,8328,97.51,15.18,69.26,8.99,0.38,13.56,73.93,19.24,25.41,48.31
1079,County,1,Alabama,79,Lawrence County,,,690.678,44515,750643700,34339,33171,5787,3615,32879,5508,23830,2686,99.12,16.75,71.84,8.1,0.23,17.03,64.63,23.97,32.93,28.34
1081,County,1,Alabama,81,Lee County,,,607.538,48056,4100110000,140247,159287,17739,36389,153342,32815,118119,12516,96.27,21.4,74.15,7.86,0.14,6.44,83.96,9.67,14.7,68.45
1083,County,1,Alabama,83,Limestone County,,,559.935,56460,2386813100,82782,93052,13723,12405,90098,12384,64556,8634,96.83,13.75,69.38,9.28,0.62,9.1,80.49,14.23,18.06,62.37
1085,County,1,Alabama,85,Lowndes County,,,715.911,30833,197989100,11299,10236,1828,7586,10099,2820,6858,937,98.66,27.92,67,9.15,0.34,26.34,55.24,33.76,46.36,27.54
1087,County,1,Alabama,87,Macon County,,,608.885,32074,371933400,21452,19054,3542,15583,16688,4302,11393,1523,87.58,25.78,59.79,7.99,0.55,20.67,59.11,26.48,35.09,34.23
1089,County,1,Alabama,89,Madison County,,,801.588,63417,12484973400,334811,357560,51308,85293,348232,45960,254527,31451,97.39,13.2,71.18,8.8,0.46,6.21,86.99,9.13,12.98,73.11
1091,County,1,Alabama,91,Marengo County,,,976.88,32809,395744700,21027,19538,3690,10518,19249,4201,13262,1847,98.52,21.82,67.88,9.45,0.88,24.09,59.22,32.56,39.38,32.45
1093,County,1,Alabama,93,Marion County,,,742.289,35392,614715900,30776,29965,6219,1047,29463,5144,19468,3101,98.32,17.46,64.97,10.35,0,13.96,72.5,22.44,30.58,42.28
1095,County,1,Alabama,95,Marshall County,,,565.847,42490,2149577000,93019,95145,15941,2456,93847,20354,64559,12367,98.64,21.69,67.85,13,0.88,12.46,79.32,17.47,22.55,58.06
1097,County,1,Alabama,97,Mobile County,,,1229.439,46166,9937016600,412992,414659,63650,146600,405635,78208,293379,47466,97.82,19.28,70.75,11.45,0.82,12.98,76.34,17.47,24,55.25
1099,County,1,Alabama,99,Monroe County,,,1025.676,30141,373737000,23068,21512,4060,8774,21226,6561,14604,2843,98.67,30.91,67.89,13.22,0.89,39.71,45.33,49.6,52.9,30.34
1101,County,1,Alabama,101,Montgomery County,,,784.245,47990,6136308900,229363,226941,32183,130513,219767,45479,155453,23413,96.84,20.69,68.5,10.32,0.42,10.38,80.41,14.06,19.02,64.96
1103,County,1,Alabama,103,Morgan County,,,579.338,49751,2970107100,119490,119122,19865,15141,117109,17920,81797,11937,98.31,15.3,68.67,10.02,0.18,10.77,77.31,16.06,22.49,59.29
1105,County,1,Alabama,105,Perry County,,,719.665,23561,103702000,10591,9486,1764,6569,8661,3616,6477,1186,91.3,41.75,68.28,12.5,0,25.45,56.42,44.07,50.6,25.5
1107,County,1,Alabama,107,Pickens County,,,881.408,37458,411161200,19746,20298,3729,8148,18862,4430,12982,1604,92.93,23.49,63.96,7.9,0.11,17.07,70.89,27.13,33.85,32.1
1109,County,1,Alabama,109,Pike County,,,672.093,34678,625764100,32899,33403,4886,12661,31488,8374,24365,3180,94.27,26.59,72.94,9.52,0.23,23.45,65.74,30.67,36.16,44.26
1111,County,1,Alabama,111,Randolph County,,,580.549,41449,485193600,22913,22574,4512,4413,22073,3912,15740,2345,97.78,17.72,69.73,10.39,0,13.97,75.23,20.42,27.56,40.75
1113,County,1,Alabama,113,Russell County,,,641.139,40978,1222201300,52947,58213,7776,24787,57108,11491,36952,7590,98.1,20.12,63.48,13.04,0.22,11.98,72.41,17.52,26.85,43.19
1115,County,1,Alabama,115,St. Clair County,,,631.9,54887,2115498000,83593,87306,13891,8212,85339,11268,63615,7553,97.75,13.2,72.86,8.65,0.23,9.43,79.94,14.58,19.84,60.1
1117,County,1,Alabama,117,Shelby County,,,784.93,75761,7506582400,195085,211261,30125,25166,207934,17557,163798,14284,98.43,8.44,77.53,6.76,0.36,3.98,89.34,6.71,10.66,75.42
1119,County,1,Alabama,119,Sumter County,,,903.889,23132,192419800,13763,12985,2198,9345,12102,3792,8044,1990,93.2,31.33,61.95,15.33,0.86,19.93,64.07,29.25,39.67,37.09
1121,County,1,Alabama,121,Talladega County,,,736.777,41012,1724193100,82291,80565,13757,25992,77204,15401,52688,7202,95.83,19.95,65.4,8.94,0.24,13.05,74.89,19.02,26.39,49.04
1123,County,1,Alabama,123,Tallapoosa County,,,716.523,43361,935457700,41616,40636,8274,11012,40078,8131,28207,3230,98.63,20.29,69.41,7.95,0,15.04,75.85,20.17,26.98,49.48
1125,County,1,Alabama,125,Tuscaloosa County,,,1321.761,52221,5028724600,194656,206213,25685,65058,195629,34058,156929,15417,94.87,17.41,76.1,7.48,1.33,9.83,81.21,13.51,17.97,55.65
1127,County,1,Alabama,127,Walker County,,,791.192,41748,1426074300,67023,64493,12024,3954,63468,12525,42597,6987,98.41,19.73,66.05,10.83,0.09,13.28,73.87,20.03,28.06,41.54
1129,County,1,Alabama,129,Washington County,,,1080.208,40794,327231700,17581,16643,3038,4086,16382,3446,10743,1578,98.43,21.04,64.55,9.48,0,15.96,63.12,23.99,32.75,30.53
1131,County,1,Alabama,131,Wilcox County,,,888.499,27237,159796200,11670,10809,1985,7511,10476,3254,7173,1223,96.92,31.06,66.36,11.31,0.73,23.72,58.94,37.62,44.3,28.71
1133,County,1,Alabama,133,Winston County,,,612.979,38504,485476000,24484,23875,5027,90,23509,3817,15220,2901,98.47,16.24,63.75,12.15,0.19,17.71,68.03,24.28,31.94,34.91
2000,State,2,Alaska,0,All counties,64.0685,-152.2782,570640.952,76715,24458834600,710231,738516,78428,22817,720674,77865,490355,102956,97.58,10.8,66.4,13.94,1.24,4.16,87.52,6.65,12.24,68.43
2013,County,2,Alaska,13,Aleutians East Borough,,,6981.943,69706,70150600,3141,3425,302,117,3415,525,1664,1559,99.71,15.37,48.58,45.52,5.63,10.91,70.04,13.49,28.37,49.53
2016,County,2,Alaska,16,Aleutians West Census Area,,,4390.276,85517,119293000,5561,5750,334,246,5522,472,3977,1045,96.03,8.55,69.17,18.17,11.38,4.25,78.42,7.31,19.64,53.15
2020,County,2,Alaska,20,Anchorage Municipality,,,1704.688,83280,11381028400,291826,296112,29492,15671,288946,26498,200415,34790,97.58,9.17,67.68,11.75,1.03,2.69,91.41,4.55,8.28,76.33
2050,County,2,Alaska,50,Bethel Census Area,,,40570.003,54212,320582800,17013,18040,1284,119,17542,4871,12195,3672,97.24,27.77,67.6,20.35,1.48,9.52,75.7,14.13,24.64,37.36
2060,County,2,Alaska,60,Bristol Bay Borough,,,503.843,84688,33141900,997,890,85,4,863,50,593,173,96.97,5.79,66.63,19.44,4.71,5.15,81.86,7.51,13.51,62.16
2068,County,2,Alaska,68,Denali Borough,,,12751.41,84196,58163300,1826,2232,162,18,2177,369,1523,421,97.54,16.95,68.23,18.86,0,3.69,91.26,5.16,7.98,76.37
2070,County,2,Alaska,70,Dillingham Census Area,,,18568.778,58750,103479300,4847,4975,430,67,4923,849,3257,1112,98.95,17.25,65.47,22.35,3.34,8.98,81.3,13.31,21.41,39.08
2090,County,2,Alaska,90,Fairbanks North Star Borough,,,7338.209,77095,3462924700,97581,99653,9124,4250,95430,7749,65676,9274,95.76,8.12,65.9,9.31,0.11,2.88,87.53,5,11.55,67.73
2100,County,2,Alaska,100,Haines Borough,,,2318.6,64342,78554700,2508,2518,614,1,2479,224,1656,390,98.45,9.04,65.77,15.49,6.04,3.24,89.22,4.19,9.45,75.73
2105,County,2,Alaska,105,Hoonah-Angoon Census Area,,,,63603,61666900,,2132,415,65,2131,207,1199,533,99.95,9.71,56.24,25,1.69,10.93,73.94,15.89,26.66,25.41
2105,County,2,Alaska,105,Hoonah-Angoon Census Area,,,7524.914,,,2150,,,,,,,,,,,,,,,,,
2110,County,2,Alaska,110,Juneau City and Borough,,,2701.931,88213,1346796300,31275,32330,3877,321,31799,2514,22000,3505,98.36,7.91,68.05,10.84,2.43,2.96,91.35,4.99,7.78,77.48
2122,County,2,Alaska,122,Kenai Peninsula Borough,,,16075.334,66684,1838177100,55400,58220,9092,317,56934,6827,37334,9833,97.79,11.99,64.13,16.89,0.64,6.16,81.99,9.93,17.68,50.95
2130,County,2,Alaska,130,Ketchikan Gateway Borough,,,4858.415,70356,458892600,13477,13804,1950,103,13585,1433,9316,1777,98.41,10.55,67.49,12.87,0.62,5.29,87.44,8.32,11.88,74.08
2150,County,2,Alaska,150,Kodiak Island Borough,,,6549.579,78281,394116800,13592,13649,1248,27,13373,1243,8110,2643,97.98,9.29,59.42,19.36,5.05,5.82,87.83,10.72,14.8,68.72
2158,County,2,Alaska,158,Kusilvak Census Area,,,17081.433,35539,79070200,7459,8198,456,23,8148,3296,5758,1726,99.39,40.45,70.24,21.05,3.07,15.21,67.27,20.04,36.29,20.92
2164,County,2,Alaska,164,Lake and Peninsula Borough,,,23652.009,46406,25855900,1631,1375,109,9,1366,217,830,435,99.35,15.89,60.36,31.64,1.83,12.13,70,17.18,36.24,22.82
2170,County,2,Alaska,170,Matanuska-Susitna Borough,,,24607.894,75905,2805735400,88995,103464,11030,1022,101349,10476,68827,15436,97.96,10.34,66.52,14.92,1.79,3.06,90.42,5.77,10.72,74.11
2180,County,2,Alaska,180,Nome Census Area,,,22961.762,58987,211569200,9492,9925,742,83,9599,2221,6551,2183,96.72,23.14,66.01,21.99,1.09,7.48,75.16,11.3,24.59,41.39
2185,County,2,Alaska,185,North Slope Borough,,,88695.413,75431,184065400,9430,9797,627,75,9682,904,6726,2029,98.83,9.34,68.65,20.71,0.32,9.84,76.37,15.51,27.37,53
2188,County,2,Alaska,188,Northwest Arctic Borough,,,35572.584,62949,149264900,7523,7734,596,77,7656,1921,4742,2124,98.99,25.09,61.31,27.46,1.17,12.5,75.05,17.8,27.47,47.9
2195,County,2,Alaska,195,Petersburg Census Area,,,,66907,102247300,,3255,701,23,3242,267,2307,296,99.6,8.24,70.88,9.09,0.71,4.59,80.99,9.32,18.55,72.65
2195,County,2,Alaska,195,Petersburg Census Area,,,3281.982,,,3815,,,,,,,,,,,,,,,,,
2198,County,2,Alaska,198,Prince of Wales-Hyder Census Area,,,3922.873,54191,157450500,5559,6474,960,24,6415,972,3948,1674,99.09,15.15,60.98,25.86,1.25,9.72,71.57,14.47,28.78,33.66
2220,County,2,Alaska,220,Sitka City and Borough,,,2870.338,71534,320277700,8881,8738,1268,88,8554,639,5708,1568,97.89,7.47,65.32,17.94,0.49,3.81,87.8,7.53,13.06,68.35
2230,County,2,Alaska,230,Skagway Municipality,,,452.325,72237,33552200,968,1061,120,7,1054,56,728,200,99.34,5.31,68.61,18.85,0,1.97,88.72,3.75,9.25,63.75
2240,County,2,Alaska,240,Southeast Fairbanks Census Area,,,24768.807,71541,173631900,7029,6876,886,24,6789,730,4345,1056,98.73,10.75,63.19,15.36,0.56,7.65,74.53,10.4,23.07,37.03
2261,County,2,Alaska,261,Valdez-Cordova Census Area,,,34239.879,82306,294235000,9636,9301,1152,25,9181,747,5834,1421,98.71,8.14,62.72,15.28,1.07,4.82,85.75,8.7,17.33,66.05
2275,County,2,Alaska,275,Wrangell City and Borough,,,2541.483,57583,75207100,2369,2484,548,2,2463,192,1555,370,99.15,7.8,62.6,14.9,0,11.52,79.51,17.32,22.72,60.34
2282,County,2,Alaska,282,Yakutat City and Borough,,,7649.457,65833,16956300,662,689,85,2,689,46,443,141,100,6.68,64.3,20.46,1.18,4.01,75.76,9.48,28.45,7.33
2290,County,2,Alaska,290,Yukon-Koyukuk Census Area,,,145504.79,40000,102747000,5588,5415,739,7,5368,1350,3138,1570,99.13,25.15,57.95,28.99,2.47,23.16,50.82,33.53,52.26,20.62
4000,State,4,Arizona,0,All counties,34.2744,-111.6602,113594.092,56213,194929812600,6392017,6946685,1158320,286614,6788985,1092192,4967335,748306,97.73,16.09,71.51,10.77,0.92,7.63,84.23,10.11,14.7,67.88
4001,County,4,Arizona,1,Apache County,,,11197.523,32963,904631600,71518,71522,10420,513,70184,24761,45693,16605,98.13,35.28,63.89,23.22,4.79,40.92,38.52,44.99,59.06,25.28
4003,County,4,Arizona,3,Cochise County,,,6165.692,48649,3057066300,131346,126279,26550,4455,117265,20192,70441,9568,92.86,17.22,55.78,7.58,0.73,8.9,82.84,13.24,18.52,59.76
4005,County,4,Arizona,5,Coconino County,,,18618.888,57616,3560073700,134421,140217,16259,1704,127640,24168,100352,17200,91.03,18.93,71.57,12.27,0.85,9.63,78.2,10.95,18.36,58.77
4007,County,4,Arizona,7,Gila County,,,4757.934,42092,1199279100,53597,53400,14783,305,52501,11807,32404,5963,98.32,22.49,60.68,11.17,0.52,16.59,62.76,19.53,31.89,46.74
4009,County,4,Arizona,9,Graham County,,,4622.595,51352,640124100,37220,37879,5012,683,33458,7122,25503,2888,88.33,21.29,67.33,7.62,0.74,9.13,75.96,13.16,23.21,51.87
4011,County,4,Arizona,11,Greenlee County,,,1843.126,60962,231467000,8437,9504,1155,203,9385,1115,7084,687,98.75,11.88,74.54,7.23,0,5.32,82.18,10.64,20.93,59.16
4012,County,4,Arizona,12,La Paz County,,,4499.628,33333,417977800,20489,20701,7847,168,20402,4507,11361,2976,98.56,22.09,54.88,14.38,4,18.83,66.06,23.53,34.06,34.27
4013,County,4,Arizona,13,Maricopa County,,,9200.142,61606,129088703900,3817117,4253913,615277,220519,4198378,618496,3170287,468379,98.69,14.73,74.53,11.01,1.06,6.48,86.06,8.51,12.62,71.86
4015,County,4,Arizona,15,Mohave County,,,13311.09,43266,4921464100,200186,206064,59337,2030,201965,35296,128731,21042,98.01,17.48,62.47,10.21,0.17,9.61,82.01,13.99,18.66,62.52
4017,County,4,Arizona,17,Navajo County,,,9950.424,40054,1842768900,107449,108705,18351,788,105735,30163,73535,14384,97.27,28.53,67.65,13.23,1.49,23.25,60.54,25.17,35.68,45.56
4019,County,4,Arizona,19,Pima County,,,9187.033,51037,28307983600,980263,1019722,190252,32824,991092,176222,717380,98533,97.19,17.78,70.35,9.66,0.56,5.86,86.9,9.03,13.15,67.92
4021,County,4,Arizona,21,Pinal County,,,5365.605,55550,9283998200,375770,419721,80907,17529,392300,55859,280619,34803,93.47,14.24,66.86,8.29,0.61,7.85,83.74,11.15,15.07,63.49
4023,County,4,Arizona,23,Santa Cruz County,,,1236.916,40467,912896500,47420,46584,7891,100,46214,11080,30815,5349,99.21,23.98,66.15,11.48,2.78,12.71,75.22,18.74,27.15,51.25
4025,County,4,Arizona,25,Yavapai County,,,8123.498,50180,6300843900,211033,224645,66850,1224,220076,30813,139091,23157,97.97,14,61.92,10.31,0.27,6.76,83.72,10.28,16.09,62.1
4027,County,4,Arizona,27,Yuma County,,,5513.998,44058,4260533800,195751,207829,37429,3569,202390,40591,134039,26772,97.38,20.06,64.49,12.88,1.51,12.15,80.76,16.43,20.46,57.3
5000,State,5,Arkansas,0,All counties,34.8938,-92.4426,52035.483,45726,74052023200,2915918,2990671,487536,458536,2903003,510337,2132575,265434,97.07,17.58,71.31,8.88,0.47,10.97,74.2,15.86,23.38,50.29
5001,County,5,Arkansas,1,Arkansas County,,,988.767,39466,438469100,19019,18124,3342,4677,17786,3563,13047,1221,98.14,20.03,71.99,6.74,0,14.31,69.25,21.02,31.24,39.51
5003,County,5,Arkansas,3,Ashley County,,,925.349,39635,439795800,21853,20537,3980,5250,20352,4110,14785,1873,99.1,20.19,71.99,9.12,0,17.42,65.28,24.16,34.66,37.71
5005,County,5,Arkansas,5,Baxter County,,,554.286,41481,1051619700,41513,41219,12650,74,40634,5676,26354,2293,98.58,13.97,63.94,5.56,0.31,11.4,76.74,16.43,21.73,57.62
5007,County,5,Arkansas,7,Benton County,,,847.36,64141,8333891500,221339,258980,33925,4236,255849,25356,200184,24080,98.79,9.91,77.3,9.3,0.98,5.73,64.67,8.43,16.28,54.64
5009,County,5,Arkansas,9,Boone County,,,590.233,43262,872249900,36903,37288,7491,156,36646,5455,26084,2491,98.28,14.89,69.95,6.68,0.04,10.01,82.57,15.19,19.17,58.26
5011,County,5,Arkansas,11,Bradley County,,,649.232,39510,246714800,11508,10948,2014,3168,10822,2513,7299,1246,98.85,23.22,66.67,11.38,0,16.37,67.94,22.26,30.68,37.09
5013,County,5,Arkansas,13,Calhoun County,,,628.581,44022,111353600,5368,5202,1082,1107,5061,788,3767,422,97.29,15.57,72.41,8.11,0.65,20.96,63.49,25.46,34.4,36.16
5015,County,5,Arkansas,15,Carroll County,,,630.085,43505,656596200,27446,27887,6102,171,27597,4141,17690,3428,98.96,15.01,63.43,12.29,0.45,11.68,71.24,16.93,26.61,40.61
5017,County,5,Arkansas,17,Chicot County,,,644.303,33051,229390500,11800,10826,2112,5856,10151,2962,7379,906,93.77,29.18,68.16,8.37,0.25,20.22,67.72,27.41,36.37,31.8
5019,County,5,Arkansas,19,Clark County,,,866.074,39752,461547800,22995,22385,3593,5367,19658,3887,16326,1903,87.82,19.77,72.93,8.5,0,11.72,73.54,18.07,25.82,44.47
5021,County,5,Arkansas,21,Clay County,,,639.464,33935,296762300,16083,15061,3139,93,14854,3352,10415,1030,98.63,22.57,69.15,6.84,0,15.1,72.12,23.16,30.97,45.32
5023,County,5,Arkansas,23,Cleburne County,,,553.694,43391,641572000,25970,25230,6697,140,24850,3631,16342,2283,98.49,14.61,64.77,9.05,0.36,11.42,76.13,17.57,25,40.59
5025,County,5,Arkansas,25,Cleveland County,,,597.784,42460,188244200,8689,8226,1650,924,8118,1574,6124,415,98.69,19.39,74.45,5.04,0.19,15.75,63.32,22.05,39.46,28.68
5027,County,5,Arkansas,27,Columbia County,,,766.052,36148,480853700,24552,23892,4035,8291,22080,5563,17813,1923,92.42,25.19,74.56,8.05,0.24,19.95,68.63,29.08,33.08,35.24
5029,County,5,Arkansas,29,Conway County,,,552.249,41196,489013700,21273,20906,3931,2255,20694,3772,15284,1537,98.99,18.23,73.11,7.35,0,13.95,67.41,22.22,34.45,29.77
5031,County,5,Arkansas,31,Craighead County,,,707.208,45868,2717962500,96443,105701,14104,14567,101577,18667,77844,9693,96.1,18.38,73.65,9.17,0.13,6.73,82.99,10.76,15.38,60.41
5033,County,5,Arkansas,33,Crawford County,,,593.096,46619,1453547500,61948,62472,10068,867,61706,9830,42894,5527,98.77,15.93,68.66,8.85,0.2,11.28,75.75,16.88,24.59,48.93
5035,County,5,Arkansas,35,Crittenden County,,,609.758,39002,1034555100,50902,49013,6495,23706,48299,10709,37324,4403,98.54,22.17,76.15,8.98,0.5,14.8,76.58,20.22,25.33,47.65
5037,County,5,Arkansas,37,Cross County,,,616.381,43838,414452700,17870,16998,3052,3308,16694,2793,12852,1229,98.21,16.73,75.61,7.23,0,16.91,72.27,23.2,29.77,35.3
5039,County,5,Arkansas,39,Dallas County,,,667.385,36628,136090800,8116,7432,1580,3088,6652,948,4791,539,89.5,14.25,64.46,7.25,0,14.48,65.47,23.38,34.85,38.11
5041,County,5,Arkansas,41,Desha County,,,768.151,30234,222633600,13008,11887,2156,5596,11702,3401,8586,862,98.44,29.06,72.23,7.25,0.9,16.98,55.25,24.99,46.72,27.53
5043,County,5,Arkansas,43,Drew County,,,828.356,43014,405829300,18509,18502,3091,5321,17419,3735,14065,1069,94.15,21.44,76.02,5.78,0,12.87,73.82,19.19,26.86,41.21
