FIPS,Geog_Level,State_name,County_name,Lat_State,Lon_State,LAND_AREA,Med_HHD_Inc_ACS_14_18($),Aggregate_HH_INC_ACS_14_18($),Tot_Pop_CEN_2010,Tot_Pop_ACS_14_18,Pop_65plus_ACS_14_18,NH_Blk_alone_ACS_14_18,Pov_Univ_ACS_14_18,Prs_Blw_Pov_Lev_ACS_14_18,One_Health_Ins_ACS_14_18,No_Health_Ins_ACS_14_18,pct_Pov_Univ_ACS_14_18,pct_Prs_Blw_Pov_Lev_ACS_14_18,pct_One_Health_Ins_ACS_14_18,pct_No_Health_Ins_ACS_14_18,pct_NoHealthIns_65P_ACS_14_18,pct_Pop_NoCompDevic_ACS_14_18,pct_Pop_w_BroadComp_ACS_14_18,pct_HHD_NoCompDevic_ACS_14_18,pct_HHD_No_Internet_ACS_14_18,pct_HHD_w_Broadband_ACS_14_18,State,County,Latitude,Longitude
12087,County,Florida,Monroe County,,,983.282,"$67,023 ","$3,085,270,500 ",73090,76325,16263,5024,74863,8855,46480,13213,98.08,11.83,60.9,17.31,0.94,5.94,84.69,8.54,11.97,73.1,FL,Monroe,25.601043,-81.2068
12089,County,Florida,Nassau County,,,648.637,"$66,297 ","$2,774,362,600 ",73314,80578,16835,4816,79857,8167,54686,8791,99.11,10.23,67.87,10.91,0,4.78,87.05,7.46,11.72,68.33,FL,Nassau,30.605926,-81.7649
12091,County,Florida,Okaloosa County,,,930.243,"$62,048 ","$6,127,007,600 ",180822,200737,31003,18978,194963,22425,120591,23041,97.12,11.5,60.07,11.48,0.6,5.64,84.75,8.63,11.97,73.78,FL,Okaloosa,30.665858,-86.5942
12093,County,Florida,Okeechobee County,,,768.907,"$40,367 ","$743,773,300 ",39996,40572,7793,3337,37407,8495,23802,6826,92.2,22.71,58.67,16.82,0.48,19.18,61.04,19.83,33.56,49.46,FL,Okeechobee,27.385592,-80.8874
12095,County,Florida,Orange County,,,903.426,"$54,335 ","$35,985,249,900 ",1145956,1321194,150264,262987,1287834,207125,967148,190437,97.48,16.08,73.2,14.41,2.13,4.67,87.82,6.7,11.78,75.86,FL,Orange,28.514435,-81.3233
12097,County,Florida,Osceola County,,,1327.455,"$50,063 ","$6,378,049,700 ",268685,338619,43188,31734,336288,54789,238540,53244,99.31,16.29,70.44,15.72,3.34,12.06,79.34,14.42,18.72,65.76,FL,Osceola,28.059027,-81.1393
12099,County,Florida,Palm Beach County,,,1969.763,"$59,943 ","$51,698,077,900 ",1320134,1446277,336908,262376,1426598,182863,983467,195310,98.64,12.82,68,13.5,1.41,6.6,85.53,9.1,13.39,72.32,FL,Palm Beach,26.645763,-80.4487
12101,County,Florida,Pasco County,,,746.875,"$50,417 ","$13,590,354,200 ",464697,510593,114764,26225,502183,67545,347572,59805,98.35,13.45,68.07,11.71,0.93,7.35,83.95,11.28,15.48,72.78,FL,Pasco,28.302024,-82.4557
12103,County,Florida,Pinellas County,,,273.804,"$51,454 ","$30,234,467,700 ",916542,957875,228495,95859,943631,123097,658580,108457,98.51,13.05,68.75,11.32,0.71,8.51,83.68,11.82,15.35,73.19,FL,Pinellas,27.903122,-82.7395
12105,County,Florida,Polk County,,,1797.841,"$48,500 ","$14,765,798,100 ",602095,668671,133538,98050,655361,108755,454808,86936,98.01,16.59,68.02,13,1.19,12.09,66.49,14.47,20.04,57.3,FL,Polk,27.953115,-81.6928
12107,County,Florida,Putnam County,,,727.62,"$35,649 ","$1,371,989,400 ",74364,72766,16270,11591,71161,17653,44205,11469,97.79,24.81,60.75,15.76,0.41,15.23,73.35,20.66,26.54,51.61,FL,Putnam,29.606006,-81.7409
12109,County,Florida,St. Johns County,,,600.66,"$77,323 ","$9,306,455,000 ",190039,235503,45239,12445,232900,19660,171650,19615,98.89,8.44,72.89,8.33,0.56,4.53,88.48,6.46,9.05,76.91,FL,St. Johns,29.890593,-81.3839
12111,County,Florida,St. Lucie County,,,571.928,"$49,373 ","$7,353,000,600 ",277789,305591,71109,59731,302668,45516,202255,42592,99.04,15.04,66.18,13.94,1.37,7.06,85.67,10.09,14.1,72.44,FL,St. Lucie,27.380775,-80.4434
12113,County,Florida,Santa Rosa County,,,1011.602,"$66,242 ","$5,128,574,900 ",151372,170442,26193,10062,163722,16119,111615,16146,96.06,9.85,65.49,9.47,0,3.5,89.38,6.08,9.57,74.75,FL,Santa Rosa,30.703633,-87.0143
12115,County,Florida,Sarasota County,,,555.868,"$58,644 ","$15,510,495,500 ",379448,412144,145841,18214,406586,39255,246260,46394,98.65,9.65,59.75,11.26,0.46,6.32,87.14,9.53,12.11,74.21,FL,Sarasota,27.184386,-82.3658
12117,County,Florida,Seminole County,,,309.225,"$63,760 ","$14,491,338,400 ",422718,455086,67463,48821,450947,51442,347663,46907,99.09,11.41,76.4,10.31,0.91,3.23,91.6,5.36,8.3,81.24,FL,Seminole,28.690079,-81.132
12119,County,Florida,Sumter County,,,546.93,"$55,228 ","$3,885,055,500 ",93420,120999,67271,8684,111523,9839,53931,6881,92.17,8.82,44.57,5.69,0.13,7.72,84.14,9.06,11.7,73.06,FL,Sumter,28.714294,-82.0747
12121,County,Florida,Suwannee County,,,688.551,"$42,686 ","$869,366,000 ",41551,43924,8836,5704,42194,7530,27144,5897,96.06,17.85,61.8,13.43,1.9,12.09,81.77,17.18,21.14,56.94,FL,Suwannee,30.189244,-82.9928
12123,County,Florida,Taylor County,,,1043.305,"$36,934 ","$360,755,700 ",22570,22098,4222,4826,18047,3568,12015,1994,81.67,19.77,54.37,9.02,0,12.27,67.32,19.29,27.79,49.44,FL,Taylor,30.016943,-83.6164
12125,County,Florida,Union County,,,243.556,"$41,770 ","$227,415,500 ",15535,15239,2211,3302,9701,2131,6734,1209,63.66,21.97,44.19,7.93,0.33,19.72,68.64,26.05,32.22,48.82,FL,Union,30.05428,-82.3669
12127,County,Florida,Volusia County,,,1101.029,"$46,760 ","$13,641,287,900 ",494593,527634,125506,54722,517645,78700,351040,65114,98.11,15.2,66.53,12.34,0.59,6.63,81.66,10.29,18.33,62.85,FL,Volusia,29.057617,-81.1618
12129,County,Florida,Wakulla County,,,606.419,"$62,778 ","$772,273,300 ",30776,31877,4432,4703,28375,3272,20820,2534,89.01,11.53,65.31,7.95,0.37,6.05,79.21,9.79,18.27,64.56,FL,Wakulla,30.140378,-84.3751
12131,County,Florida,Walton County,,,1037.624,"$53,785 ","$2,166,094,000 ",55043,65858,12784,3085,63730,9361,41974,8607,96.77,14.69,63.73,13.07,0.32,7.24,83.12,11.29,15.08,65.6,FL,Walton,30.631211,-86.1766
12133,County,Florida,Washington County,,,582.802,"$37,188 ","$426,559,200 ",24896,24566,4263,3747,21863,4901,14168,2807,89,22.42,57.67,11.43,1.03,11.11,78.94,16.6,23.46,39.97,FL,Washington,30.602217,-85.6628
13000,State,Georgia,All counties,32.6415,-83.4426,57513.464,"$55,679 ","$291,467,611,400 ",9687653,10297484,1352289,3195363,10024689,1607714,7230206,1389541,97.35,16.04,70.21,13.49,0.86,7.92,82.4,11.37,16.91,66.37,,,,
13001,County,Georgia,Appling County,,,507.08,"$39,561 ","$355,182,300 ",18236,18454,3052,3363,17992,4191,12065,2813,97.5,23.29,65.38,15.24,0.54,15.9,60.11,23.24,33.78,33.58,GA,Appling,31.739712,-82.2901
13003,County,Georgia,Atkinson County,,,339.382,"$34,877 ","$143,198,900 ",8375,8265,1053,1471,8216,2462,5051,2049,99.41,29.97,61.11,24.79,0,18.66,60.72,26.39,38.53,34.83,GA,Atkinson,31.300562,-82.8836
13005,County,Georgia,Bacon County,,,258.574,"$36,964 ","$202,165,500 ",11096,11228,1700,1714,10522,2865,6791,2002,93.71,27.23,60.48,17.83,1.22,13.63,68.36,20.37,32.35,47.43,GA,Bacon,31.563327,-82.3879
13007,County,Georgia,Baker County,,,341.943,"$37,188 ","$68,088,400 ",3451,3189,738,1228,3189,680,2263,445,100,21.32,70.96,13.95,0,32.49,55.37,42.02,48.38,15.38,GA,Baker,31.319622,-84.4549
13009,County,Georgia,Baldwin County,,,257.845,"$39,426 ","$858,925,900 ",45720,45286,6776,19015,41381,10838,31519,5048,91.38,26.19,69.6,11.15,0.76,14.59,75.56,19.5,24.38,60.35,GA,Baldwin,33.059532,-83.2554
13011,County,Georgia,Banks County,,,232.091,"$45,373 ","$358,920,900 ",18395,18510,3086,500,18493,2478,12545,2917,99.91,13.4,67.77,15.76,3.43,15.94,71.63,24.29,31.43,50.43,GA,Banks,34.351922,-83.4984
13013,County,Georgia,Barrow County,,,160.308,"$57,348 ","$1,743,338,100 ",69367,76887,9187,8685,76416,9269,54614,11435,99.39,12.13,71.03,14.87,0.96,7.19,84.23,10.6,15.47,70.3,GA,Barrow,33.992009,-83.7123
13015,County,Georgia,Bartow County,,,459.549,"$55,452 ","$2,591,429,200 ",100157,103620,13851,10962,102451,13490,72145,15237,98.87,13.17,69.62,14.7,0.94,6.92,82.69,9.96,15.79,62.16,GA,Bartow,34.240918,-84.8382
13017,County,Georgia,Ben Hill County,,,250.12,"$32,705 ","$283,633,100 ",17634,17154,2781,6286,16791,5304,10827,2899,97.88,31.59,63.12,16.9,0.34,20.94,63.39,27.52,35.91,42.96,GA,Ben Hill,31.740776,-83.1472
13019,County,Georgia,Berrien County,,,451.896,"$37,163 ","$343,817,100 ",19286,19025,3269,2103,18785,4935,11360,4063,98.74,26.27,59.71,21.36,0.38,14.89,67.89,22.79,34.72,43.03,GA,Berrien,31.274308,-83.2319
13021,County,Georgia,Bibb County,,,249.77,"$39,931 ","$3,540,744,900 ",155547,153490,22757,82816,146835,37664,104399,20077,95.66,25.65,68.02,13.08,1,11.52,75.55,16.48,24.69,59.89,GA,Bibb,32.808844,-83.6942
13023,County,Georgia,Bleckley County,,,215.87,"$45,029 ","$217,674,300 ",13063,12775,2148,3570,11282,2347,8817,1295,88.31,20.8,69.02,10.14,0,17.3,70.92,24.3,30.57,40.28,GA,Bleckley,32.435403,-83.3317
13025,County,Georgia,Brantley County,,,442.363,"$37,031 ","$325,359,900 ",18411,18561,2853,569,18416,4440,11365,3531,99.22,24.11,61.23,19.02,0,13.08,69.43,19.12,26.69,46.59,GA,Brantley,31.197334,-81.983
13027,County,Georgia,Brooks County,,,493.045,"$34,322 ","$349,311,200 ",16243,15622,2979,5323,15509,4188,9498,3232,99.28,27,60.8,20.69,3.06,15.18,72.04,19.67,26.65,44.36,GA,Brooks,30.833696,-83.589
13029,County,Georgia,Bryan County,,,435.966,"$71,322 ","$1,094,986,700 ",30233,35885,3653,5080,35649,5020,25405,3867,99.34,14.08,70.8,10.78,0.03,4.13,89.51,7.38,12.17,73.71,GA,Bryan,32.017969,-81.4385
13031,County,Georgia,Bulloch County,,,672.807,"$41,789 ","$1,551,452,800 ",70217,74782,8175,20984,66548,19079,53992,9905,88.99,28.67,72.2,13.25,0.45,7.13,78.23,11.3,19.8,59.48,GA,Bulloch,32.393408,-81.7438
13033,County,Georgia,Burke County,,,826.968,"$42,773 ","$465,157,200 ",23316,22550,3299,10952,22244,5523,15930,3032,98.64,24.83,70.64,13.45,1.42,11.25,71.29,16.94,30.84,38.71,GA,Burke,33.063737,-82.0039
13035,County,Georgia,Butts County,,,184.393,"$41,845 ","$512,908,900 ",23655,23750,3579,6817,20946,4985,14999,2183,88.19,23.8,63.15,9.19,1.04,15.28,71.33,21.69,26.68,51.83,GA,Butts,33.290355,-83.9582
13037,County,Georgia,Calhoun County,,,280.367,"$31,725 ","$80,683,100 ",6694,6428,934,3908,4468,1326,3049,874,69.51,29.68,47.43,13.6,3.2,21.35,69.14,32.87,38.21,28.28,GA,Calhoun,31.521279,-84.6263
13039,County,Georgia,Camden County,,,613.026,"$56,397 ","$1,427,984,100 ",50513,52714,6436,9816,50749,6546,33816,5699,96.27,12.9,64.15,10.81,0.22,5.9,85.58,9.2,12.97,73.33,GA,Camden,30.916358,-81.6365
13043,County,Georgia,Candler County,,,243.042,"$32,937 ","$192,988,200 ",10998,10827,1845,2546,10541,3457,6279,2219,97.36,32.8,57.99,20.5,0.94,18.74,60.2,26.63,38.16,44.41,GA,Candler,32.403986,-82.0714
13045,County,Georgia,Carroll County,,,499.075,"$49,608 ","$2,703,578,500 ",110527,116022,15152,21696,112174,21088,83007,14058,96.68,18.8,71.54,12.12,0,6.85,83.61,11.66,16.19,63.59,GA,Carroll,33.582237,-85.0805
13047,County,Georgia,Catoosa County,,,162.16,"$55,125 ","$1,716,196,100 ",63942,66299,11119,1432,65474,6425,46514,7906,98.76,9.81,70.16,11.92,0.2,7.15,85.82,11.98,15.94,69.13,GA,Catoosa,34.899393,-85.1374
13049,County,Georgia,Charlton County,,,773.577,"$40,283 ","$192,650,100 ",12171,12983,1927,3309,11763,2866,7256,2501,90.6,24.36,55.89,19.26,0,17.45,68.07,24.19,30.46,47.09,GA,Charlton,30.779904,-82.1396
13051,County,Georgia,Chatham County,,,426.44,"$54,911 ","$8,327,521,900 ",265128,287049,41403,112859,274052,43183,195857,40609,95.47,15.76,68.23,14.15,0.34,6.02,86.72,8.87,13.21,69.88,GA,Chatham,31.974756,-81.0918
13053,County,Georgia,Chattahoochee County,,,248.736,"$46,453 ","$170,812,500 ",11267,10767,409,2111,7162,1201,4371,385,66.52,16.77,40.6,3.58,0,10.36,81.87,14.2,19.18,62.12,GA,Chattahoochee,32.347445,-84.788
13055,County,Georgia,Chattooga County,,,313.336,"$36,107 ","$438,963,400 ",26015,24817,4201,2489,22803,4533,14986,3555,91.88,19.88,60.39,14.32,0.56,15.88,73.76,23.84,28.93,51.64,GA,Chattooga,34.474179,-85.3453
13057,County,Georgia,Cherokee County,,,421.669,"$79,670 ","$8,360,509,100 ",214346,241910,31100,15268,239920,19423,183656,26240,99.18,8.1,75.92,10.85,1.01,3.04,93.72,4.74,6.43,82.73,GA,Cherokee,34.244317,-84.4751
13059,County,Georgia,Clarke County,,,119.201,"$36,889 ","$2,698,058,300 ",116714,124602,12807,34090,113808,35653,89733,17321,91.34,31.33,72.02,13.9,0.45,7.26,82.95,9.83,15.84,71.69,GA,Clarke,33.952234,-83.3671
13061,County,Georgia,Clay County,,,195.381,"$25,000 ","$44,707,800 ",3183,3001,681,2036,2946,1211,1567,696,98.17,41.11,52.22,23.19,2.8,24.61,65.61,27.95,30.87,26.04,GA,Clay,31.619831,-84.9926
13063,County,Georgia,Clayton County,,,141.572,"$45,778 ","$5,311,776,300 ",259424,278666,24343,189835,272704,54635,191623,52863,97.86,20.03,68.76,18.97,1.86,6.37,79.13,8.65,17.71,63.56,GA,Clayton,33.552242,-84.413
13065,County,Georgia,Clinch County,,,800.221,"$25,236 ","$102,036,500 ",6798,6743,1023,1862,6645,2605,3906,1412,98.55,39.2,57.93,20.94,3.38,26.65,50.79,33.53,46.4,38.01,GA,Clinch,30.917653,-82.7026
13067,County,Georgia,Cobb County,,,339.547,"$75,153 ","$27,993,072,600 ",688078,745057,85117,197992,733722,73439,558271,96187,98.48,10.01,74.93,12.91,1.28,3,91.2,4.32,8.15,80.9,GA,Cobb,33.93994,-84.5742
13069,County,Georgia,Coffee County,,,575.097,"$38,266 ","$772,967,700 ",42356,42961,5728,12028,39068,8703,25689,7582,90.94,22.28,59.8,17.65,0.71,17.56,68.31,23.63,32.55,44.74,GA,Coffee,31.549245,-82.8449
13071,County,Georgia,Colquitt County,,,544.152,"$35,472 ","$801,173,600 ",45498,45606,6704,10416,44824,11318,27803,10669,98.29,25.25,60.96,23.39,2.46,14.79,74.8,17.67,26.3,52.35,GA,Colquitt,31.189758,-83.7697
13073,County,Georgia,Columbia County,,,290.087,"$76,938 ","$4,466,112,100 ",124053,147295,18706,24274,146520,12954,105503,11429,99.47,8.84,71.63,7.76,1.02,4.78,83.52,7.52,16.28,70.87,GA,Columbia,33.550556,-82.2513
13075,County,Georgia,Cook County,,,227.161,"$38,408 ","$320,506,200 ",17212,17184,2665,4711,16985,4080,11245,3068,98.84,24.02,65.44,17.85,0,18.82,63.57,23.76,31.24,44.65,GA,Cook,31.152935,-83.4296
13077,County,Georgia,Coweta County,,,440.888,"$70,717 ","$4,475,690,000 ",127317,140516,18483,24512,139431,15417,105117,14516,99.23,11.06,74.81,10.33,0.47,5.72,86.69,8.84,13.02,72.47,GA,Coweta,33.352897,-84.7621
13079,County,Georgia,Crawford County,,,324.888,"$43,257 ","$254,289,600 ",12630,12344,2186,2978,12190,2398,8269,1647,98.75,19.67,66.99,13.34,0,11.69,72.61,16.91,28.16,49.47,GA,Crawford,32.709446,-83.9792
13081,County,Georgia,Crisp County,,,272.582,"$35,096 ","$461,760,600 ",23439,22846,4014,9974,22355,6896,15107,3772,97.85,30.85,66.13,16.51,0.39,18.64,64.07,24.06,35.97,38.73,GA,Crisp,31.914753,-83.7533
13083,County,Georgia,Dade County,,,173.981,"$44,471 ","$374,656,600 ",16633,16227,2939,72,14839,2235,11077,1982,91.45,15.06,68.26,12.21,0,11.08,78.87,16.31,22.6,52.78,GA,Dade,34.852424,-85.5062
13085,County,Georgia,Dawson County,,,210.829,"$65,805 ","$767,145,900 ",22330,23861,4659,230,23595,2045,16379,2639,98.89,8.67,68.64,11.06,0,5.92,85.69,8.02,12.49,70.78,GA,Dawson,34.442842,-84.1733
13087,County,Georgia,Decatur County,,,597.141,"$39,148 ","$534,619,500 ",27842,26833,4221,11160,25613,6449,17080,4886,95.45,25.18,63.65,18.21,0.81,31.47,57.74,36.77,44.12,29.53,GA,Decatur,30.877961,-84.5777
13089,County,Georgia,DeKalb County,,,267.576,"$59,280 ","$24,156,371,900 ",691893,743187,85571,396854,728896,120880,538411,109283,98.08,16.58,72.45,14.7,1.33,5.71,84.8,7.57,12.98,68.58,GA,DeKalb,33.770661,-84.2263
13091,County,Georgia,Dodge County,,,495.892,"$35,757 ","$381,065,900 ",21796,20919,3540,5868,18847,4447,12849,2145,90.1,23.6,61.42,10.25,0.21,25.29,62.91,33.04,42.34,38.38,GA,Dodge,32.160656,-83.1568
13093,County,Georgia,Dooly County,,,391.941,"$35,629 ","$246,009,600 ",14918,13905,2557,6824,12563,3086,7860,2037,90.35,24.56,56.53,14.65,0,20.15,63.56,27.67,37.05,37.73,GA,Dooly,32.151995,-83.8072
13095,County,Georgia,Dougherty County,,,328.688,"$37,633 ","$1,836,152,600 ",94565,91049,13321,62701,87104,25651,58591,15120,95.67,29.45,64.35,16.61,0.59,13.23,75.49,17.81,24.02,52.6,GA,Dougherty,31.535068,-84.2144
13097,County,Georgia,Douglas County,,,200.067,"$62,147 ","$3,646,060,600 ",132403,141840,15585,63998,140208,18309,102427,18539,98.85,13.06,72.21,13.07,1.34,4.29,82.29,6.78,12.13,67.74,GA,Douglas,33.699317,-84.7659
13099,County,Georgia,Early County,,,512.594,"$31,567 ","$177,404,700 ",11008,10348,1928,5266,10185,2938,7084,1599,98.42,28.85,68.46,15.45,0,28.1,61.05,35.35,42.33,30.6,GA,Early,31.324191,-84.9067
13101,County,Georgia,Echols County,,,414.894,"$34,447 ","$77,049,200 ",4034,3994,646,143,3986,1070,2283,1023,99.8,26.84,57.16,25.61,2.48,24.66,53.68,32.14,52.21,27.84,GA,Echols,30.7085,-82.8361
13103,County,Georgia,Effingham County,,,477.699,"$65,153 ","$1,679,770,200 ",52250,58689,6519,7839,58142,4977,43101,5684,99.07,8.56,73.44,9.68,0.3,5.01,86.68,7.93,12.77,69.05,GA,Effingham,32.361711,-81.3433
13105,County,Georgia,Elbert County,,,351.056,"$37,943 ","$410,465,900 ",20166,19212,3790,5854,18922,3697,12435,2768,98.49,19.54,64.73,14.41,0.11,24.01,63.21,32.6,38.73,43,GA,Elbert,34.115017,-82.8421
13107,County,Georgia,Emanuel County,,,680.604,"$34,946 ","$396,646,100 ",22598,22499,3488,7694,21680,5851,14233,3894,96.36,26.99,63.26,17.31,0.88,14.57,68.37,19.97,30.41,50.8,GA,Emanuel,32.5911,-82.2998
13109,County,Georgia,Evans County,,,182.852,"$39,701 ","$216,231,300 ",11000,10727,1712,3256,10204,2782,6767,1711,95.12,27.26,63.08,15.95,1.7,14.84,69.59,20.17,28.51,37.87,GA,Evans,32.151902,-81.8876
13111,County,Georgia,Fannin County,,,386.725,"$45,647 ","$644,305,400 ",23682,24925,6957,79,24584,3324,14811,3326,98.63,13.52,59.42,13.34,0.12,10.97,81.11,15.62,17.26,65.05,GA,Fannin,34.863837,-84.3193
13113,County,Georgia,Fayette County,,,194.344,"$87,272 ","$4,590,241,500 ",106567,111369,19089,24241,110523,6190,81432,8047,99.24,5.6,73.12,7.23,0.37,4.02,92.06,6.56,8.11,80.98,GA,Fayette,33.412717,-84.4939
13115,County,Georgia,Floyd County,,,509.91,"$46,367 ","$2,345,268,100 ",96317,96824,15636,13781,92699,17670,65605,13028,95.74,19.06,67.76,13.46,0.42,11.03,82.63,16.6,19.98,61.13,GA,Floyd,34.263677,-85.2137
13117,County,Georgia,Forsyth County,,,224.023,"$101,743 ","$9,031,113,800 ",175511,219880,25021,6915,219072,12863,175650,19482,99.63,5.87,79.88,8.86,1.77,2.29,94.71,4.04,6.05,85.03,GA,Forsyth,34.225143,-84.1273
13119,County,Georgia,Franklin County,,,261.497,"$40,198 ","$467,777,800 ",22084,22514,4365,2150,21913,5434,14093,3668,97.33,24.8,62.6,16.29,0.49,15.37,70.11,21.72,29.27,46.1,GA,Franklin,34.375155,-83.2273
13121,County,Georgia,Fulton County,,,526.635,"$64,787 ","$42,538,537,100 ",920581,1021902,113402,445992,989542,149412,777456,111048,96.83,15.1,76.08,10.87,0.74,6.28,85.67,8.4,11.51,72.6,GA,Fulton,33.790034,-84.4682
13123,County,Georgia,Gilmer County,,,426.54,"$49,389 ","$743,470,300 ",28292,29922,6989,90,29660,4842,16901,6375,99.12,16.33,56.48,21.31,0.85,13.32,77.82,17.48,22.89,60.53,GA,Gilmer,34.690541,-84.454
13125,County,Georgia,Glascock County,,,143.74,"$41,686 ","$58,843,700 ",3082,3009,513,275,2926,536,2187,243,97.24,18.32,72.68,8.08,0.86,15.86,72.93,23.71,34.03,40.18,GA,Glascock,33.227491,-82.6069
13127,County,Georgia,Glynn County,,,419.757,"$50,672 ","$2,574,645,400 ",79626,83974,15794,21778,82574,15105,55548,11732,98.33,18.29,66.15,13.97,0.1,8.86,81.09,13.34,18.23,66.6,GA,Glynn,31.212747,-81.4965
13129,County,Georgia,Gordon County,,,355.81,"$44,313 ","$1,221,471,400 ",55186,56790,8030,2219,56084,11232,38580,9120,98.76,20.03,67.93,16.06,1.72,12.06,75.22,17.49,23.83,53.57,GA,Gordon,34.509667,-84.8739
13131,County,Georgia,Grady County,,,454.526,"$42,348 ","$535,841,700 ",25011,24926,4277,7039,24622,5774,15746,4527,98.78,23.45,63.17,18.16,0.5,13.37,77.27,20.69,27.32,53.45,GA,Grady,30.875863,-84.2448
13133,County,Georgia,Greene County,,,387.436,"$49,755 ","$606,443,500 ",15994,16976,4714,6001,16786,3736,10100,2649,98.88,22.26,59.5,15.6,0.13,16.32,69.83,18.46,28.47,56.88,GA,Greene,33.576836,-83.1671
13135,County,Georgia,Gwinnett County,,,430.386,"$67,769 ","$25,397,934,800 ",805321,902298,83442,239090,895764,101831,657082,152773,99.28,11.37,72.82,16.93,2.35,3.45,88.97,4.83,10.08,79.38,GA,Gwinnett,33.959101,-84.0229
13137,County,Georgia,Habersham County,,,276.741,"$49,140 ","$924,021,900 ",43041,44289,8067,1351,41670,6041,27010,7336,94.09,14.5,60.99,16.56,1.15,16.81,72.28,23.05,28.38,55.89,GA,Habersham,34.635108,-83.5264
13139,County,Georgia,Hall County,,,392.779,"$59,898 ","$5,128,362,100 ",179684,195961,27758,14079,193957,28319,133311,33988,98.98,14.6,68.03,17.34,0.78,7.36,84.09,10.54,15.62,68.46,GA,Hall,34.317588,-83.8185
13141,County,Georgia,Hancock County,,,471.84,"$31,984 ","$148,552,200 ",9429,8535,1844,6170,5910,1426,3801,563,69.24,24.13,44.53,6.6,0,27.94,53.46,37.78,48.21,30.32,GA,Hancock,33.26922,-83.0005
13143,County,Georgia,Haralson County,,,282.166,"$46,353 ","$698,815,800 ",28780,28956,4522,1347,28453,4422,20077,3526,98.26,15.54,69.34,12.18,0,10.26,78.7,17.1,24.03,49.44,GA,Haralson,33.795165,-85.2201
13145,County,Georgia,Harris County,,,463.868,"$74,261 ","$1,135,354,900 ",32024,33590,5861,5404,33018,2261,23227,2577,98.3,6.85,69.15,7.67,0,6.37,86.1,10.45,13.94,65.63,GA,Harris,32.731549,-84.9124
13147,County,Georgia,Hart County,,,232.395,"$41,358 ","$562,444,500 ",25213,25631,5456,4723,24681,4295,16366,2812,96.29,17.4,63.85,10.97,0,16.97,69.81,22.04,28.92,52.26,GA,Hart,34.348733,-82.9633
13149,County,Georgia,Heard County,,,296.03,"$48,094 ","$249,535,900 ",11834,11677,1886,1085,11430,1787,7929,1448,97.88,15.63,67.9,12.4,0,11.13,74.58,19.2,30.41,34.4,GA,Heard,33.290968,-85.1396
13151,County,Georgia,Henry County,,,322.129,"$68,609 ","$6,017,386,500 ",203922,221307,24308,92650,219729,22810,164837,24099,99.29,10.38,74.48,10.89,1.1,2.99,88.98,5.07,8.97,76.75,GA,Henry,33.452881,-84.1544
13153,County,Georgia,Houston County,,,375.541,"$58,770 ","$4,187,862,100 ",139900,151682,18488,45872,149528,23412,100453,17455,98.58,15.66,66.23,11.51,0.38,7.93,82.56,10.87,16.18,67.71,GA,Houston,32.458381,-83.6629
13155,County,Georgia,Irwin County,,,354.343,"$32,339 ","$153,733,300 ",9538,9268,1728,2734,9104,2413,5747,1441,98.23,26.5,62.01,15.55,0,22.84,63.55,32.36,39.84,39.65,GA,Irwin,31.604306,-83.277
13157,County,Georgia,Jackson County,,,339.662,"$62,495 ","$1,701,865,000 ",60485,65755,9475,4274,65060,7168,47564,7807,98.94,11.02,72.34,11.87,0.43,10.1,81.84,13.97,19.21,64.39,GA,Jackson,34.134157,-83.5651
13159,County,Georgia,Jasper County,,,368.164,"$43,284 ","$274,615,700 ",13900,13784,2324,2881,13532,2415,9694,1872,98.17,17.85,70.33,13.58,0,10.43,73.94,16.51,26.87,41.34,GA,Jasper,33.314905,-83.6879
13161,County,Georgia,Jeff Davis County,,,330.74,"$36,531 ","$254,859,400 ",15068,14991,2297,2444,14929,3070,9585,2950,99.59,20.56,63.94,19.68,0,13.95,62.56,21.82,37.69,32.3,GA,Jeff Davis,31.811615,-82.6368
13163,County,Georgia,Jefferson County,,,526.485,"$34,300 ","$267,048,300 ",16930,15772,2746,8485,15294,3791,9957,2208,96.97,24.79,63.13,14,0.27,17.63,63.65,25.89,42.91,22.93,GA,Jefferson,33.051874,-82.4191
13165,County,Georgia,Jenkins County,,,347.279,"$27,311 ","$134,962,200 ",8340,8827,1484,2937,8752,2561,5781,1459,99.15,29.26,65.49,16.53,0,16.77,60.59,25.29,42.59,23.32,GA,Jenkins,32.794563,-81.9715
13167,County,Georgia,Johnson County,,,303.009,"$39,813 ","$169,571,200 ",9980,9730,1722,3256,9421,2131,6174,1400,96.82,22.62,63.45,14.39,0,19.07,62.87,28.12,35.14,35.17,GA,Johnson,32.689831,-82.6614
13169,County,Georgia,Jones County,,,393.935,"$53,155 ","$705,388,100 ",28669,28548,4748,7000,28247,4238,19872,3287,98.95,15,69.61,11.51,0,8.86,82.8,13.47,20.05,62.28,GA,Jones,33.020226,-83.5623
13171,County,Georgia,Lamar County,,,183.5,"$41,464 ","$353,792,400 ",18317,18513,3034,5392,17159,3471,12130,2503,92.69,20.23,65.52,13.52,0.48,12.95,73.97,17.68,26.95,52.54,GA,Lamar,33.07446,-84.1467
